x	y	key	showSelected1	row_in_group	na_group
17	-0.411429379487588	4	28	199	14
18	-0.688978773600052	5	28	200	14
19	0.730655959813084	6	28	201	14
20	-0.975955341146043	7	28	202	14
21	-0.401929404527707	8	28	203	14
22	0.0881743393470864	9	28	204	14
23	1.15955474521339	10	28	205	14
24	-0.354622889747698	11	28	206	14
25	-0.265664318727995	12	28	207	14
26	-1.38812919153067	13	28	208	14
27	-0.860066835658926	14	28	209	14
28	-0.853722812353669	15	28	210	14
16	-0.00833417701084899	2	29	212	15
17	-0.407374867085665	3	29	213	15
18	-0.745740953566099	4	29	214	15
19	0.61124668413853	5	29	215	15
20	-0.918154228782837	6	29	216	15
21	-0.518109815444696	7	29	217	15
22	-0.0133198325146739	8	29	218	15
23	1.13315621841559	9	29	219	15
24	-0.200384445061748	10	29	220	15
25	-0.25681864500643	11	29	221	15
26	-1.42239447234169	12	29	222	15
27	-1.0699520733571	13	29	223	15
28	-1.05606460024828	14	29	224	15
29	0.708239971901873	15	29	225	15
17	-0.408767003685527	2	30	227	16
18	-0.72625138234634	3	30	228	16
19	0.652246441088512	4	30	229	16
20	-0.938000522506189	5	30	230	16
21	-0.478218704950668	6	30	231	16
22	0.021528686201017	7	30	232	16
23	1.14222028129038	8	30	233	16
24	-0.253342966991838	9	30	234	16
25	-0.259855850203382	10	30	235	16
26	-1.41062932112426	11	30	236	16
27	-0.997886953755612	12	30	237	16
28	-0.986589560912857	13	30	238	16
29	0.776413650170827	14	30	239	16
30	0.74280734727285	15	30	240	16
18	-0.687565522470435	2	31	242	17
19	0.733628983291653	3	31	243	17
20	-0.977394459365062	4	31	244	17
21	-0.399036772548702	5	31	245	17
22	0.0907013168718919	6	31	246	17
23	1.16021200939598	7	31	247	17
24	-0.358463081514701	8	31	248	17
25	-0.26588455618869	9	31	249	17
26	-1.38727606279527	10	31	250	17
27	-0.854841163398906	11	31	251	17
28	-0.848684955095864	12	31	252	17
29	0.911735116969648	13	31	253	17
30	0.707069779455685	14	31	254	17
31	0.366821859864313	15	31	255	17
19	0.763410212854343	2	32	257	18
20	-0.991810326026535	3	32	258	18
21	-0.370060836896629	4	32	259	18
22	0.11601443609496	5	32	260	18
23	1.16679592494392	6	32	261	18
24	-0.396930868063409	7	32	262	18
25	-0.268090708418074	8	32	263	18
26	-1.37873014215302	9	32	264	18
27	-0.802494807469698	10	32	265	18
28	-0.798219970685122	11	32	266	18
29	0.961254824248343	12	32	267	18
30	0.693991929067102	13	32	268	18
31	0.336768425485207	14	32	269	18
32	1.12437638623506	15	32	270	18
20	-1.04593225821208	2	33	272	19
21	-0.261275589280164	3	33	273	19
22	0.211048259184968	4	33	274	19
23	1.19151412185631	5	33	275	19
24	-0.541351663830158	6	33	276	19
25	-0.276373333677702	7	33	277	19
26	-1.34664592908944	8	33	278	19
27	-0.605969271246981	9	33	279	19
28	-0.608757725496469	10	33	280	19
29	1.1471681863876	11	33	281	19
30	0.644893352582955	12	33	282	19
31	0.223937891213147	13	33	283	19
32	1.03205347946353	14	33	284	19
33	-0.0568962318330359	15	33	285	19
21	-0.21519829879463	2	34	287	20
22	0.251300969625151	3	34	288	20
23	1.20198380928512	4	34	289	20
24	-0.602522816210652	5	34	290	20
25	-0.279881538498048	6	34	291	20
26	-1.33305627757215	7	34	292	20
27	-0.522728533934094	8	34	293	20
28	-0.528508729434269	9	34	294	20
29	1.22591401066182	10	34	295	20
30	0.624097064293366	11	34	296	20
31	0.176147171265336	12	34	297	20
32	0.992949009997423	13	34	298	20
33	-0.136608896691781	14	34	299	20
34	0.0572541856192482	15	34	300	20
22	0.242072784573235	2	35	302	21
23	1.1995835681095	3	35	303	21
24	-0.588498947809416	4	35	304	21
25	-0.279077260651211	5	35	305	21
26	-1.33617178998414	6	35	306	21
27	-0.541811992398905	7	35	307	21
28	-0.546906312548405	8	35	308	21
29	1.20786103906011	9	35	309	21
30	0.628864743155999	10	35	310	21
31	0.18710349203529	11	35	311	21
32	1.00191395364082	12	35	312	21
33	-0.118334270852832	13	35	313	21
34	0.0666603387593482	14	35	314	21
35	0.418402010904635	15	35	315	21
23	1.18701751098834	2	36	317	22
24	-0.515079354320418	3	36	318	22
25	-0.274866599877913	4	36	319	22
26	-1.35248252880839	5	36	320	22
27	-0.641720214778339	6	36	321	22
28	-0.643223750417462	7	36	322	22
29	1.11334775653754	8	36	323	22
30	0.653825120276317	9	36	324	22
31	0.244463458205123	10	36	325	22
32	1.04884840133516	11	36	326	22
33	-0.0226605550226884	12	36	327	22
34	0.115904664225246	13	36	328	22
35	0.45235567026531	14	36	329	22
36	1.82896649768772	15	36	330	22
24	-0.655048170321283	2	37	332	23
25	-0.282893901242747	3	37	333	23
26	-1.32138735798492	4	37	334	23
27	-0.451252862254846	5	37	335	23
28	-0.459601952773089	6	37	336	23
29	1.29353007058184	7	37	337	23
30	0.606240078376165	8	37	338	23
31	0.135111088229875	9	37	339	23
32	0.959371481602346	10	37	340	23
33	-0.205055146040891	11	37	341	23
34	0.0220241399309253	12	37	342	23
35	0.38762562650223	13	37	343	23
36	1.73642977600698	14	37	344	23
37	0.813677544867771	15	37	345	23
25	-0.288204425798133	2	38	347	24
26	-1.30081610237773	3	38	348	24
27	-0.325247682356353	4	38	349	24
28	-0.338125503718073	5	38	350	24
29	1.41273110212282	6	38	351	24
30	0.574759818448856	7	38	352	24
31	0.0627681650543237	8	38	353	24
32	0.900177319357113	9	38	354	24
33	-0.325719726869387	10	38	355	24
34	-0.0400832616575524	11	38	356	24
35	0.344802955314011	12	38	357	24
36	1.67521137764047	13	38	358	24
37	0.625555327127832	14	38	359	24
38	0.380163580579044	15	38	360	24
26	-1.31630168667313	2	39	362	25
27	-0.42010158297548	3	39	363	25
28	-0.429570276349732	4	39	364	25
29	1.32299921325449	5	39	365	25
30	0.598457458887247	6	39	366	25
31	0.117226310750546	7	39	367	25
32	0.944737369883329	8	39	368	25
33	-0.234886110605555	9	39	369	25
34	0.00666981073781636	10	39	370	25
35	0.377038911013651	11	39	371	25
36	1.72129522815675	12	39	372	25
37	0.767169554099523	13	39	373	25
38	0.525654093339694	14	39	374	25
39	-1.52718588374457	15	39	375	25
27	-0.491429409136716	2	40	377	26
28	-0.498334521183639	3	40	378	26
29	1.25552301534863	4	40	379	26
30	0.616277508105974	5	40	380	26
31	0.158177511744174	6	40	381	26
32	0.978245444057655	7	40	382	26
33	-0.166581440495272	8	40	383	26
34	0.0418269840174999	9	40	384	26
35	0.401279565633831	10	40	385	26
36	1.75594916286066	11	40	386	26
37	0.873660008339818	12	40	387	26
38	0.635059420211493	13	40	388	26
39	-1.42743102036952	14	40	389	26
40	0.31023329725269	15	40	390	26
28	-0.637160886508567	2	41	392	27
29	1.11929705483902	3	41	393	27
30	0.652253947153949	4	41	394	27
31	0.240852838192791	5	41	395	27
32	1.04589403320301	6	41	396	27
33	-0.0286828987599155	7	41	397	27
34	0.112804896932942	8	41	398	27
35	0.450218399793138	9	41	399	27
36	1.82591110035841	10	41	400	27
37	1.08865084754251	11	41	401	27
38	0.855935020801355	12	41	402	27
39	-1.22603849232979	13	41	403	27
40	0.298736622230098	14	41	404	27
41	0.204862717058815	15	41	405	27
29	0.868530343294984	2	42	407	28
30	0.718479894685363	3	42	408	28
31	0.393042770726892	4	42	409	28
32	1.17042253112745	5	42	410	28
33	0.225162724411565	6	42	411	28
34	0.243462062039219	7	42	412	28
35	0.540305711073748	8	42	413	28
36	1.95469804327246	9	42	414	28
37	1.4844090830306	10	42	415	28
38	1.26252600986859	11	42	416	28
39	-0.855312224024248	12	42	417	28
40	0.277573377145819	13	42	418	28
41	0.247019958931426	14	42	419	28
42	-0.786073969137654	15	42	420	28
30	0.660177877154371	2	43	422	29
31	0.259062352999614	3	43	423	29
32	1.0607938592892	4	43	424	29
33	0.00168971233742132	5	43	425	29
34	0.128438017619733	6	43	426	29
35	0.460997340300938	7	43	427	29
36	1.84132044909042	8	43	428	29
37	1.13600329279987	9	43	429	29
38	0.904583604268475	10	43	430	29
39	-1.18168112019892	11	43	431	29
40	0.296204441432684	12	43	432	29
41	0.209906828106845	13	43	433	29
42	-0.838212699382796	14	43	434	29
43	-0.048257285201441	15	43	435	29
31	0.207185118035713	2	44	437	30
32	1.01834562346335	3	44	438	30
33	-0.0848390666596649	4	44	439	30
34	0.0839006928369866	5	44	440	30
35	0.430289128944559	6	44	441	30
36	1.79742063005122	7	44	442	30
37	1.0011005260435	8	44	443	30
38	0.765988258815386	9	44	444	30
39	-1.30805119874447	10	44	445	30
40	0.303418391919124	11	44	446	30
41	0.195536619081584	12	44	447	30
42	-0.858400822434871	13	44	448	30
43	-0.00747564052229932	14	44	449	30
44	0.110043818174004	15	44	450	30
32	1.00740122153334	2	45	452	31
33	-0.107148727295313	3	45	453	31
34	0.0724176624159036	4	45	454	31
35	0.422371650135438	5	45	455	31
36	1.78610196733481	6	45	456	31
37	0.966318630585972	7	45	457	31
38	0.730254308116245	8	45	458	31
39	-1.34063311657029	9	45	459	31
40	0.305278360233253	10	45	460	31
41	0.191831557131875	11	45	461	31
42	-0.863605913496859	12	45	462	31
43	0.00303906526114728	13	45	463	31
44	0.116202557890083	14	45	464	31
45	0.531070813584372	15	45	465	31
33	-0.0921135899601463	2	46	467	32
34	0.0801564147987618	3	46	468	32
35	0.427707472279375	4	46	469	32
36	1.79372994748076	5	46	470	32
37	0.989759174282355	6	46	471	32
38	0.754336469878544	7	46	472	32
39	-1.31867520259057	8	46	473	32
40	0.304024872809186	9	46	474	32
41	0.194328507496067	10	46	475	32
42	-0.860098049337151	11	46	476	32
43	-0.00404710463066998	12	46	477	32
44	0.112052001816862	13	46	478	32
45	0.529852939649649	14	46	479	32
46	0.760552433001984	15	46	480	32
34	0.0611592814201083	2	47	482	33
35	0.414609065722567	3	47	483	33
36	1.7750047384195	4	47	484	33
37	0.932217194252768	5	47	485	33
38	0.695219442170295	6	47	486	33
39	-1.37257761475635	7	47	487	33
40	0.307101940869435	8	47	488	33
41	0.188198979535784	9	47	489	33
42	-0.868709174234206	10	47	490	33
43	0.0133480655361434	11	47	491	33
44	0.122240810479769	12	47	492	33
45	0.532842583513635	13	47	493	33
46	0.748494334270062	14	47	494	33
47	0.416014175736976	15	47	495	33
35	0.428349787562043	2	48	497	34
36	1.79464818802392	3	48	498	34
37	0.992580898665983	4	48	499	34
38	0.757235430923788	5	48	500	34
39	-1.31603195411934	6	48	501	34
40	0.303873980574139	7	48	502	34
41	0.194629085239425	8	48	503	34
42	-0.859675779872666	9	48	504	34
43	-0.00490012317107857	10	48	505	34
44	0.111552366423198	11	48	506	34
45	0.529706334493118	12	48	507	34
46	0.761143734017252	13	48	508	34
47	0.44411319680941	14	48	509	34
48	1.2356390909013	15	48	510	34
36	1.76951963946707	2	49	512	35
37	0.915361657241225	3	49	513	35
38	0.677902532880131	4	49	514	35
39	-1.38836702803001	5	49	515	35
40	0.308003293839039	6	49	516	35
41	0.186403481964364	7	49	517	35
42	-0.871231595852974	8	49	518	35
43	0.0184435616316559	9	49	519	35
44	0.125225376555404	10	49	520	35
45	0.533718327670767	11	49	521	35
46	0.744962204695093	12	49	522	35
47	0.408168002373718	13	49	523	35
48	1.1993362233011	14	49	524	35
49	0.92836094821019	15	49	525	35
37	0.823341283408495	2	50	527	36
38	0.583363363619779	3	50	528	36
39	-1.47456705304532	4	50	529	36
40	0.312924100406127	5	50	530	36
41	0.176601221874716	6	50	531	36
42	-0.885002392960406	7	50	532	36
43	0.0462616878207631	8	50	533	36
44	0.141519184686248	9	50	534	36
45	0.538499326618826	10	50	535	36
46	0.72567905259548	11	50	536	36
47	0.365332950274875	12	50	537	36
48	1.15607494041183	13	50	538	36
49	0.851906724502009	14	50	539	36
50	1.24605307547348	15	50	540	36
38	0.57444466723386	2	51	542	37
39	-1.48269904592811	3	51	543	37
40	0.313388322591376	4	51	544	37
41	0.175676490016806	5	51	545	37
42	-0.886301511192078	6	51	546	37
43	0.048886011933688	7	51	547	37
44	0.143056320339399	8	51	548	37
45	0.538950359543832	9	51	549	37
46	0.723859906306323	10	51	550	37
47	0.361291949837347	11	51	551	37
48	1.15199372994242	12	51	552	37
49	0.844694137232529	13	51	553	37
50	1.23798399277454	14	51	554	37
51	1.3672786677607	15	51	555	37
39	-1.61159372265234	2	52	557	38
40	0.320746392053359	3	52	558	38
41	0.161019195599577	4	52	559	38
42	-0.906892948852126	5	52	560	38
43	0.0904823848069191	6	52	561	38
44	0.16742040992358	7	52	562	38
45	0.546099375031002	8	52	563	38
46	0.695025858338677	9	52	564	38
47	0.297240806096206	10	52	565	38
48	1.08730524439155	11	52	566	38
49	0.730372332252572	12	52	567	38
50	1.11008646249721	13	52	568	38
51	1.20595803051123	14	52	569	38
52	0.635697625996129	15	52	570	38
40	0.336302654758493	2	53	572	39
41	0.130031077903894	3	53	573	39
42	-0.950426896903467	4	53	574	39
43	0.178424488009404	5	53	575	39
44	0.218930412662916	6	53	576	39
45	0.561213660588661	7	53	577	39
46	0.634065571492417	8	53	578	39
47	0.161825338255124	9	53	579	39
48	0.950542323026656	10	53	580	39
49	0.488675778505415	11	53	581	39
50	0.839688419829644	12	53	582	39
51	0.864897617072783	13	53	583	39
52	0.231066166563462	14	53	584	39
53	-0.00304865856904613	15	53	585	39
41	0.134538569998762	2	54	587	40
42	-0.944094504319095	3	54	588	40
43	0.165632541790402	4	54	589	40
44	0.211437833331887	5	54	590	40
45	0.559015155879864	6	54	591	40
46	0.642932777101962	7	54	592	40
47	0.181522699573122	8	54	593	40
48	0.97043568321643	9	54	594	40
49	0.523832651087059	10	54	595	40
50	0.879020174399609	11	54	596	40
51	0.914507830011284	12	54	597	40
52	0.289923342808849	13	54	598	40
53	0.0515616015722995	14	54	599	40
54	-1.2471293977693	15	54	600	40
42	-0.931707818411508	2	55	602	41
43	0.140610432398048	3	55	603	41
44	0.196781725774662	4	55	604	41
45	0.554714698046371	5	55	605	41
46	0.660277767845978	6	55	606	41
47	0.220052374510901	7	55	607	41
48	1.00934874822843	8	55	608	41
49	0.592602414231017	9	55	609	41
50	0.955956353507446	10	55	610	41
51	1.01154952748819	11	55	611	41
52	0.405052868631084	12	55	612	41
53	0.158383806716651	13	55	613	41
54	-1.15615617410151	14	55	614	41
55	-0.690391880010875	15	55	615	41
43	0.0998588762697557	2	56	617	42
44	0.172912467576829	3	56	618	42
45	0.547710878103336	4	56	619	42
46	0.688526200173009	5	56	620	42
47	0.282802648127383	6	56	621	42
48	1.0727234193281	7	56	622	42
49	0.704602358709987	8	56	623	42
50	1.08125630212678	9	56	624	42
51	1.16959376426717	10	56	625	42
52	0.592555339346128	11	56	626	42
53	0.332356792783853	12	56	627	42
54	-1.00799518685868	13	56	628	42
55	-0.642935800865509	14	56	629	42
56	-0.864171766902942	15	56	630	42
44	0.155725232234554	2	57	632	43
45	0.54266772591745	3	57	633	43
46	0.708866692132625	4	57	634	43
47	0.327986445273478	5	57	635	43
48	1.11835681848536	6	57	636	43
49	0.785248744455506	7	57	637	43
50	1.17147945390831	8	57	638	43
51	1.28339468214644	9	57	639	43
52	0.727567875752899	10	57	640	43
53	0.457627324023354	11	57	641	43
54	-0.901310775672509	12	57	642	43
55	-0.608764701205316	13	57	643	43
56	-0.867279995535425	14	57	644	43
57	-1.64754527330683	15	57	645	43
45	0.549274233013356	2	58	647	44
46	0.682220737477218	3	58	648	44
47	0.268795870517257	4	58	649	44
48	1.0585772670797	5	58	650	44
49	0.679602335216044	6	58	651	44
50	1.05328752344706	7	58	652	44
51	1.13431598220275	8	58	653	44
52	0.550702049196251	9	58	654	44
53	0.293523481220844	10	58	655	44
54	-1.04106688327057	11	58	656	44
55	-0.653528690880623	12	58	657	44
56	-0.863208229750987	13	58	658	44
57	-1.59484736951274	14	58	659	44
58	-1.21463634657639	15	58	660	44
46	0.647798595078858	2	59	662	45
47	0.192331490867569	3	59	663	45
48	0.981352027541192	4	59	664	45
49	0.543124742660424	5	59	665	45
50	0.900603203696164	6	59	666	45
51	0.941731092511697	7	59	667	45
52	0.322220812705774	8	59	668	45
53	0.0815286055213984	9	59	669	45
54	-1.22160853392614	10	59	670	45
55	-0.711356321635427	11	59	671	45
56	-0.85794818546069	12	59	672	45
57	-1.5267704410651	13	59	673	45
58	-1.04516243728029	14	59	674	45
59	-0.529409082278027	15	59	675	45
47	0.141684073642142	2	60	677	46
48	0.930200642475897	3	60	678	46
49	0.452726604288623	4	60	679	46
50	0.799470277729428	5	60	680	46
51	0.814169379408394	6	60	681	46
52	0.170882574355704	7	60	682	46
53	-0.0588896254038072	8	60	683	46
54	-1.34119321308279	9	60	684	46
55	-0.749659387133566	10	60	685	46
56	-0.854464110143327	11	60	686	46
57	-1.48167858765166	12	60	687	46
58	-0.932908655424372	13	60	688	46
59	-0.385579730127717	14	60	689	46
60	-0.0520258896103778	15	60	690	46
48	0.894781314308718	2	61	692	47
49	0.390131205853065	3	61	693	47
50	0.729441669730833	4	61	694	47
51	0.725840389446423	5	61	695	47
52	0.066089737924758	6	61	696	47
53	-0.156120998424219	7	61	697	47
54	-1.42399857581949	8	61	698	47
55	-0.77618200905193	9	61	699	47
56	-0.852051592733147	10	61	700	47
57	-1.45045512905561	11	61	701	47
58	-0.855179508256877	12	61	702	47
59	-0.285986356118754	13	61	703	47
60	0.04798675058916	14	61	704	47
61	0.47657197359394	15	61	705	47
49	0.474394805543558	2	62	707	48
50	0.823711579959954	3	62	708	48
51	0.844745593938148	4	62	709	48
52	0.207157960831578	5	62	710	48
53	-0.0252317366203538	6	62	711	48
54	-1.31252907307235	7	62	712	48
55	-0.740478240852864	8	62	713	48
56	-0.855299234035519	9	62	714	48
57	-1.49248698893424	10	62	715	48
58	-0.959815598207612	11	62	716	48
59	-0.420055255895093	12	62	717	48
60	-0.0866465497554203	13	62	718	48
61	0.356748336189653	14	62	719	48
62	2.726112480003	15	62	720	48
50	0.845917087091747	2	63	722	49
51	0.872754004680569	3	63	723	49
52	0.240386924582719	4	63	724	49
53	0.00559954803237162	5	63	725	49
54	-1.28627215999994	6	63	726	49
55	-0.732068131227753	7	63	727	49
56	-0.856064223860226	8	63	728	49
57	-1.50238769597882	9	63	729	49
58	-0.984462884239781	10	63	730	49
59	-0.451635512022414	11	63	731	49
60	-0.118359751812283	12	63	732	49
61	0.328523586336053	13	63	733	49
62	2.70568082930641	14	63	734	49
63	0.178073477335823	15	63	735	49
51	0.933445535872939	2	64	737	50
52	0.312390891838814	3	64	738	50
53	0.0724079753797917	4	64	739	50
54	-1.22937595573458	5	64	740	50
55	-0.713844232866016	6	64	741	50
56	-0.857721883205307	7	64	742	50
57	-1.52384157552767	8	64	743	50
58	-1.03787118158252	9	64	744	50
59	-0.520066888491462	10	64	745	50
60	-0.187079209318985	11	64	746	50
61	0.267363269105267	12	64	747	50
62	2.6614074081199	13	64	748	50
63	0.203811343395814	14	64	749	50
64	-0.136146258568479	15	64	750	50
52	0.448799388910703	2	65	752	51
53	0.198973739926976	3	65	753	51
54	-1.12158848222871	4	65	754	51
55	-0.679319821489155	5	65	755	51
56	-0.860862249334239	6	65	756	51
57	-1.56448505084079	7	65	757	51
58	-1.13905096166018	8	65	758	51
59	-0.649707262104533	9	65	759	51
60	-0.31726534037958	10	65	760	51
61	0.151497612366952	11	65	761	51
62	2.57753326792424	12	65	762	51
63	0.252570651540515	13	65	763	51
64	-0.0868175795526991	14	65	764	51
65	-0.0348741321635077	15	65	765	51
53	0.322856603144161	2	66	767	52
54	-1.01608585373651	3	66	768	52
55	-0.645527247742572	4	66	769	52
56	-0.863936046968174	5	66	770	52
57	-1.60426697852796	6	66	771	52
58	-1.23808596453438	7	66	772	52
59	-0.77659955979018	8	66	773	52
60	-0.444691826717768	9	66	774	52
61	0.0380880394335799	10	66	775	52
62	2.49543706541249	11	66	776	52
63	0.300296375183599	12	66	777	52
64	-0.0385345543834549	13	66	778	52
65	-0.000891556589314058	14	66	779	52
66	-0.415625602049867	15	66	780	52
54	-0.872130289306582	2	67	782	53
55	-0.599418168786414	3	67	783	53
56	-0.868130163073718	4	67	784	53
57	-1.65854837356201	5	67	785	53
58	-1.37321662374946	6	67	786	53
59	-0.949740765807593	7	67	787	53
60	-0.618561919115432	8	67	788	53
61	-0.116656342926398	9	67	789	53
62	2.3834189542144	10	67	790	53
63	0.365416871071287	11	67	791	53
64	0.0273463647932309	12	67	792	53
65	0.0454767748682012	13	67	793	53
66	-0.381436631706335	14	67	794	53
67	-0.792485859410316	15	67	795	53
55	-0.639873902829531	2	68	797	54
56	-0.864450279424921	3	68	798	54
57	-1.61092231529537	4	68	799	54
58	-1.25465407307534	5	68	800	54
59	-0.797828067893908	6	68	801	54
60	-0.466009702169603	7	68	802	54
61	0.0191151302659909	8	68	803	54
62	2.48170274164271	9	68	804	54
63	0.308280673124388	10	68	805	54
64	-0.0304570224152262	11	68	806	54
65	0.00479357477105791	12	68	807	54
